dog_id,date,month,breed,age_group,has_drift,drift_active,context,data_missing,missingness_type,sleep_hours,activity_minutes,social_score,nocturnal_restlessness,vocalization_events
DOG_0001,2025-03-19,3,Beagle,senior,False,False,normal,False,,11.77,75.2,6.98,2.64,5.6
DOG_0001,2025-03-20,3,Beagle,senior,False,False,normal,False,,11.89,68.7,6.63,2.77,5.3
DOG_0001,2025-03-21,3,Beagle,senior,False,False,normal,False,,11.69,70.2,6.79,2.65,5.3
DOG_0001,2025-03-22,3,Beagle,senior,False,False,normal,False,,11.27,72.3,6.91,2.67,5.4
DOG_0001,2025-03-23,3,Beagle,senior,False,False,normal,False,,11.71,72.0,6.89,2.88,5.6
DOG_0001,2025-03-24,3,Beagle,senior,False,False,normal,False,,11.58,69.3,6.9,2.42,5.3
DOG_0001,2025-03-25,3,Beagle,senior,False,False,normal,False,,11.62,69.0,6.89,2.95,5.1
DOG_0001,2025-03-26,3,Beagle,senior,False,False,normal,False,,11.57,72.4,7.0,2.76,5.2
DOG_0001,2025-03-27,3,Beagle,senior,False,False,normal,False,,12.06,71.4,6.87,2.73,5.6
DOG_0001,2025-03-28,3,Beagle,senior,False,False,travel,True,systemic,,,,,
DOG_0001,2025-03-29,3,Beagle,senior,False,False,normal,False,,11.62,70.5,6.93,2.78,5.0
DOG_0001,2025-03-30,3,Beagle,senior,False,False,boarding,False,,9.39,63.5,4.27,2.62,5.0
DOG_0001,2025-03-31,3,Beagle,senior,False,False,normal,False,,11.41,71.1,6.83,2.76,5.5
DOG_0001,2025-04-01,4,Beagle,senior,False,False,normal,False,,11.68,71.3,6.93,2.6,5.3
DOG_0001,2025-04-02,4,Beagle,senior,False,False,normal,False,,11.82,71.2,6.8,2.72,5.2
DOG_0001,2025-04-03,4,Beagle,senior,False,False,normal,True,sensor_dropout,,,,,
DOG_0001,2025-04-04,4,Beagle,senior,False,False,normal,False,,11.54,70.4,6.96,2.81,5.3
DOG_0001,2025-04-05,4,Beagle,senior,False,False,normal,False,,11.82,72.8,7.03,2.78,5.1
DOG_0001,2025-04-06,4,Beagle,senior,False,False,normal,False,,11.71,71.4,6.96,2.6,5.0
DOG_0001,2025-04-07,4,Beagle,senior,False,False,owner_absent,False,,10.53,54.4,3.41,2.69,5.6
DOG_0001,2025-04-08,4,Beagle,senior,False,False,owner_absent,False,,10.59,50.2,3.29,2.55,5.6
DOG_0001,2025-04-09,4,Beagle,senior,False,False,normal,False,,11.65,72.4,7.17,2.73,5.2
DOG_0001,2025-04-10,4,Beagle,senior,False,False,normal,False,,11.65,72.6,6.58,2.66,5.4
DOG_0001,2025-04-11,4,Beagle,senior,False,False,normal,False,,11.43,70.6,6.73,2.67,5.3
DOG_0001,2025-04-12,4,Beagle,senior,False,False,normal,False,,11.46,73.0,6.64,2.58,5.4
DOG_0001,2025-04-13,4,Beagle,senior,False,False,illness_minor,False,,13.87,35.2,4.12,2.7,5.2
DOG_0001,2025-04-14,4,Beagle,senior,False,False,normal,False,,11.69,70.9,6.88,2.93,5.1
DOG_0001,2025-04-15,4,Beagle,senior,False,False,normal,False,,11.89,66.4,6.61,2.56,5.1
DOG_0001,2025-04-16,4,Beagle,senior,False,False,normal,False,,11.7,70.8,6.93,2.76,5.1
DOG_0001,2025-04-17,4,Beagle,senior,False,False,normal,True,sensor_dropout,,,,,
DOG_0001,2025-04-18,4,Beagle,senior,False,False,normal,False,,11.65,71.1,6.78,2.61,5.3
DOG_0001,2025-04-19,4,Beagle,senior,False,False,normal,False,,11.65,70.4,6.84,2.76,5.2
DOG_0001,2025-04-20,4,Beagle,senior,False,False,travel,False,,10.18,83.5,4.73,2.59,5.1
DOG_0001,2025-04-21,4,Beagle,senior,False,False,boarding,False,,9.62,61.8,4.02,2.81,5.0
DOG_0001,2025-04-22,4,Beagle,senior,False,False,normal,False,,11.87,67.2,6.65,2.63,5.5
DOG_0001,2025-04-23,4,Beagle,senior,False,False,normal,False,,11.66,74.8,6.94,2.62,5.3
DOG_0001,2025-04-24,4,Beagle,senior,False,False,travel,False,,9.71,85.4,4.61,2.73,5.6
DOG_0001,2025-04-25,4,Beagle,senior,False,False,travel,True,systemic,,,,,
DOG_0001,2025-04-26,4,Beagle,senior,False,False,normal,False,,11.78,73.9,7.05,2.59,5.4
DOG_0001,2025-04-27,4,Beagle,senior,False,False,owner_absent,False,,10.56,45.6,3.39,2.7,5.1
DOG_0001,2025-04-28,4,Beagle,senior,False,False,normal,False,,11.76,73.4,6.76,2.74,5.0
DOG_0001,2025-04-29,4,Beagle,senior,False,False,normal,False,,11.68,71.4,6.94,2.54,5.3
DOG_0001,2025-04-30,4,Beagle,senior,False,False,normal,False,,11.56,70.4,6.89,2.7,5.3
DOG_0001,2025-05-01,5,Beagle,senior,False,False,normal,False,,11.42,70.3,6.92,2.73,5.2
DOG_0001,2025-05-02,5,Beagle,senior,False,False,normal,False,,11.82,68.7,6.84,2.78,5.3
DOG_0001,2025-05-03,5,Beagle,senior,False,False,normal,False,,11.87,72.9,6.81,2.74,5.1
DOG_0001,2025-05-04,5,Beagle,senior,False,False,new_environment,False,,9.91,79.6,5.51,2.72,5.3
DOG_0001,2025-05-05,5,Beagle,senior,False,False,illness_minor,False,,14.18,35.4,4.06,2.77,5.1
DOG_0001,2025-05-06,5,Beagle,senior,False,False,normal,False,,11.75,69.2,7.02,2.66,5.3
DOG_0001,2025-05-07,5,Beagle,senior,False,False,normal,False,,11.56,72.9,6.97,2.71,5.1
DOG_0001,2025-05-08,5,Beagle,senior,False,False,normal,False,,11.76,72.3,6.87,2.8,5.2
DOG_0001,2025-05-09,5,Beagle,senior,False,False,normal,False,,11.81,71.6,6.66,2.51,5.2
DOG_0001,2025-05-10,5,Beagle,senior,False,False,normal,False,,11.79,69.3,6.74,2.5,5.1
DOG_0001,2025-05-11,5,Beagle,senior,False,False,normal,False,,11.64,69.6,7.14,2.62,5.5
DOG_0001,2025-05-12,5,Beagle,senior,False,False,normal,False,,11.93,70.1,6.79,2.74,5.2
DOG_0001,2025-05-13,5,Beagle,senior,False,False,normal,False,,11.61,69.0,6.96,2.78,5.4
DOG_0001,2025-05-14,5,Beagle,senior,False,False,normal,False,,11.61,75.2,6.98,2.6,5.4
DOG_0001,2025-05-15,5,Beagle,senior,False,False,boarding,True,systemic,,,,,
DOG_0001,2025-05-16,5,Beagle,senior,False,False,normal,False,,11.75,73.0,6.76,2.69,5.0
DOG_0001,2025-05-17,5,Beagle,senior,False,False,normal,False,,11.47,69.6,6.86,2.75,5.2
DOG_0001,2025-05-18,5,Beagle,senior,False,False,normal,False,,11.11,69.5,7.01,2.71,5.5
DOG_0001,2025-05-19,5,Beagle,senior,False,False,normal,False,,11.49,71.5,6.9,2.77,5.4
DOG_0001,2025-05-20,5,Beagle,senior,False,False,travel,False,,10.0,86.8,4.92,2.83,5.2
DOG_0001,2025-05-21,5,Beagle,senior,False,False,boarding,False,,9.41,63.3,4.02,2.62,5.4
DOG_0001,2025-05-22,5,Beagle,senior,False,False,normal,False,,11.63,71.1,6.96,2.54,5.3
DOG_0001,2025-05-23,5,Beagle,senior,False,False,normal,False,,11.68,73.7,6.89,2.71,5.3
DOG_0001,2025-05-24,5,Beagle,senior,False,False,normal,False,,11.86,68.5,6.88,2.72,5.3
DOG_0001,2025-05-25,5,Beagle,senior,False,False,normal,False,,11.6,67.9,6.98,2.64,5.3
DOG_0001,2025-05-26,5,Beagle,senior,False,False,boarding,False,,9.39,63.0,4.1,2.49,5.4
DOG_0001,2025-05-27,5,Beagle,senior,False,False,normal,False,,11.84,68.9,6.84,2.74,5.5
DOG_0001,2025-05-28,5,Beagle,senior,False,False,normal,False,,11.85,73.4,6.84,2.57,5.3
DOG_0001,2025-05-29,5,Beagle,senior,False,False,normal,False,,11.77,72.6,6.84,2.61,5.2
DOG_0001,2025-05-30,5,Beagle,senior,False,False,normal,False,,11.82,70.4,6.92,2.68,5.4
DOG_0001,2025-05-31,5,Beagle,senior,False,False,normal,False,,11.63,71.9,6.94,2.59,5.4
DOG_0001,2025-06-01,6,Beagle,senior,False,False,normal,False,,11.87,71.9,6.74,2.68,5.4
DOG_0001,2025-06-02,6,Beagle,senior,False,False,normal,False,,11.55,69.7,6.86,2.53,5.4
DOG_0001,2025-06-03,6,Beagle,senior,False,False,normal,False,,11.62,71.0,6.84,2.62,5.7
DOG_0001,2025-06-04,6,Beagle,senior,False,False,normal,False,,11.59,71.7,6.92,2.68,5.2
DOG_0001,2025-06-05,6,Beagle,senior,False,False,normal,False,,12.05,71.0,6.93,2.85,5.2
DOG_0001,2025-06-06,6,Beagle,senior,False,False,normal,True,sensor_dropout,,,,,
DOG_0001,2025-06-07,6,Beagle,senior,False,False,normal,False,,11.67,71.4,6.74,2.78,5.4
DOG_0001,2025-06-08,6,Beagle,senior,False,False,normal,False,,11.71,69.6,7.08,2.72,5.4
DOG_0001,2025-06-09,6,Beagle,senior,False,False,normal,False,,11.78,71.3,6.98,2.66,5.5
DOG_0001,2025-06-10,6,Beagle,senior,False,False,normal,False,,11.61,71.4,6.74,2.63,5.4
DOG_0001,2025-06-11,6,Beagle,senior,False,False,normal,False,,11.85,69.4,6.95,2.57,5.4
DOG_0001,2025-06-12,6,Beagle,senior,False,False,normal,False,,11.84,70.9,6.97,2.77,5.0
DOG_0001,2025-06-13,6,Beagle,senior,False,False,normal,False,,11.52,68.3,7.1,2.67,5.6
DOG_0001,2025-06-14,6,Beagle,senior,False,False,boarding,False,,9.07,62.9,4.21,2.7,5.4
DOG_0001,2025-06-15,6,Beagle,senior,False,False,normal,False,,11.47,71.8,6.78,2.71,5.3
DOG_0001,2025-06-16,6,Beagle,senior,False,False,normal,False,,11.64,72.9,6.59,2.7,5.1
DOG_0001,2025-06-17,6,Beagle,senior,False,False,normal,False,,11.72,72.5,6.71,2.79,5.2
DOG_0001,2025-06-18,6,Beagle,senior,False,False,normal,False,,11.42,70.6,6.61,2.71,5.3
DOG_0001,2025-06-19,6,Beagle,senior,False,False,normal,False,,11.86,69.6,6.93,2.76,5.5
DOG_0001,2025-06-20,6,Beagle,senior,False,False,normal,False,,11.72,73.3,6.83,2.72,5.3
DOG_0001,2025-06-21,6,Beagle,senior,False,False,normal,False,,11.58,70.8,6.74,2.66,5.4
DOG_0001,2025-06-22,6,Beagle,senior,False,False,normal,False,,11.69,71.8,6.85,2.79,5.0
DOG_0001,2025-06-23,6,Beagle,senior,False,False,normal,False,,12.14,69.4,6.94,2.71,5.2
DOG_0001,2025-06-24,6,Beagle,senior,False,False,normal,False,,11.75,69.4,6.86,2.87,5.5
DOG_0001,2025-06-25,6,Beagle,senior,False,False,normal,True,sensor_dropout,,,,,
DOG_0001,2025-06-26,6,Beagle,senior,False,False,owner_absent,False,,10.55,47.8,3.51,2.58,5.6
DOG_0001,2025-06-27,6,Beagle,senior,False,False,normal,False,,11.83,70.6,6.9,2.82,5.4
DOG_0001,2025-06-28,6,Beagle,senior,False,False,normal,False,,11.72,72.9,6.93,2.75,5.4
DOG_0001,2025-06-29,6,Beagle,senior,False,False,normal,False,,11.69,69.2,6.71,2.52,5.2
DOG_0001,2025-06-30,6,Beagle,senior,False,False,normal,False,,11.91,68.8,6.79,2.7,5.2
DOG_0001,2025-07-01,7,Beagle,senior,False,False,normal,False,,11.31,69.9,6.87,2.79,5.3
DOG_0001,2025-07-02,7,Beagle,senior,False,False,normal,False,,11.66,73.6,6.64,2.91,5.4
DOG_0001,2025-07-03,7,Beagle,senior,False,False,normal,False,,11.63,71.7,6.84,2.73,5.3
DOG_0001,2025-07-04,7,Beagle,senior,False,False,normal,False,,11.51,72.8,6.79,2.5,5.4
DOG_0001,2025-07-05,7,Beagle,senior,False,False,normal,False,,11.57,68.3,6.85,2.67,5.2
DOG_0001,2025-07-06,7,Beagle,senior,False,False,normal,False,,11.75,71.3,6.75,2.82,5.3
DOG_0001,2025-07-07,7,Beagle,senior,False,False,normal,False,,11.74,71.3,7.01,2.72,5.3
DOG_0001,2025-07-08,7,Beagle,senior,False,False,normal,False,,11.73,73.1,6.83,2.66,5.4
DOG_0001,2025-07-09,7,Beagle,senior,False,False,normal,False,,11.79,70.1,7.08,2.6,5.4
DOG_0001,2025-07-10,7,Beagle,senior,False,False,normal,False,,11.54,72.0,6.77,2.65,5.4
DOG_0001,2025-07-11,7,Beagle,senior,False,False,normal,True,sensor_dropout,,,,,
DOG_0001,2025-07-12,7,Beagle,senior,False,False,normal,False,,11.42,71.5,7.04,2.52,5.4
DOG_0001,2025-07-13,7,Beagle,senior,False,False,normal,False,,11.67,68.5,6.63,2.78,5.5
DOG_0001,2025-07-14,7,Beagle,senior,False,False,new_environment,False,,9.96,77.2,5.3,2.74,5.1
DOG_0001,2025-07-15,7,Beagle,senior,False,False,normal,False,,11.55,69.7,6.87,2.62,5.4
DOG_0001,2025-07-16,7,Beagle,senior,False,False,normal,False,,11.74,74.8,6.72,2.56,5.4
DOG_0001,2025-07-17,7,Beagle,senior,False,False,normal,False,,11.98,71.2,6.78,2.59,5.4
DOG_0001,2025-07-18,7,Beagle,senior,False,False,normal,False,,11.92,70.5,7.02,2.57,5.2
DOG_0001,2025-07-19,7,Beagle,senior,False,False,normal,False,,11.44,71.2,6.96,2.69,5.5
DOG_0001,2025-07-20,7,Beagle,senior,False,False,normal,False,,11.58,71.7,6.92,2.74,5.2
DOG_0001,2025-07-21,7,Beagle,senior,False,False,normal,False,,11.52,71.2,6.95,2.6,5.1
DOG_0001,2025-07-22,7,Beagle,senior,False,False,normal,False,,11.8,71.1,6.89,2.68,5.3
DOG_0001,2025-07-23,7,Beagle,senior,False,False,owner_absent,True,sensor_dropout,,,,,
DOG_0001,2025-07-24,7,Beagle,senior,False,False,normal,False,,11.74,72.1,6.93,2.63,5.3
DOG_0001,2025-07-25,7,Beagle,senior,False,False,normal,False,,11.5,73.4,6.87,2.7,5.3
DOG_0001,2025-07-26,7,Beagle,senior,False,False,travel,False,,9.95,89.6,4.77,2.62,5.4
DOG_0001,2025-07-27,7,Beagle,senior,False,False,normal,False,,11.61,69.3,6.92,2.69,5.0
DOG_0001,2025-07-28,7,Beagle,senior,False,False,normal,False,,11.56,71.6,6.77,2.73,5.1
DOG_0001,2025-07-29,7,Beagle,senior,False,False,normal,False,,11.56,70.9,6.8,2.64,5.3
DOG_0001,2025-07-30,7,Beagle,senior,False,False,normal,False,,11.55,71.1,6.78,2.53,5.5
DOG_0001,2025-07-31,7,Beagle,senior,False,False,normal,False,,11.5,70.7,6.85,2.78,5.2
DOG_0001,2025-08-01,8,Beagle,senior,False,False,normal,False,,11.48,72.6,6.95,2.68,5.3
DOG_0001,2025-08-02,8,Beagle,senior,False,False,normal,True,sensor_dropout,,,,,
DOG_0001,2025-08-03,8,Beagle,senior,False,False,normal,False,,11.68,69.1,6.74,2.68,5.0
DOG_0001,2025-08-04,8,Beagle,senior,False,False,travel,True,systemic,,,,,
DOG_0001,2025-08-05,8,Beagle,senior,False,False,normal,False,,12.0,73.1,6.76,2.46,5.3
DOG_0001,2025-08-06,8,Beagle,senior,False,False,normal,False,,11.71,71.4,7.0,2.57,5.1
DOG_0001,2025-08-07,8,Beagle,senior,False,False,travel,True,systemic,,,,,
DOG_0001,2025-08-08,8,Beagle,senior,False,False,boarding,False,,9.27,66.4,4.26,2.71,5.5
DOG_0001,2025-08-09,8,Beagle,senior,False,False,normal,False,,11.48,71.2,6.87,2.85,5.3
DOG_0001,2025-08-10,8,Beagle,senior,False,False,normal,False,,11.68,69.6,7.02,2.59,5.1
DOG_0001,2025-08-11,8,Beagle,senior,False,False,normal,False,,11.59,70.3,6.9,2.61,5.2
DOG_0001,2025-08-12,8,Beagle,senior,False,False,normal,False,,11.81,72.1,7.02,2.56,5.2
DOG_0001,2025-08-13,8,Beagle,senior,False,False,normal,False,,11.77,73.2,6.79,2.69,5.6
DOG_0001,2025-08-14,8,Beagle,senior,False,False,normal,False,,11.95,69.5,6.91,2.74,5.3
DOG_0001,2025-08-15,8,Beagle,senior,False,False,normal,False,,11.39,67.6,6.93,2.7,5.2
DOG_0001,2025-08-16,8,Beagle,senior,False,False,normal,False,,11.61,68.7,6.97,2.71,5.4
DOG_0001,2025-08-17,8,Beagle,senior,False,False,travel,False,,10.05,83.8,4.95,2.67,5.5
DOG_0001,2025-08-18,8,Beagle,senior,False,False,normal,False,,11.78,71.6,6.87,2.67,5.3
DOG_0001,2025-08-19,8,Beagle,senior,False,False,normal,False,,11.67,68.4,6.92,2.75,5.7
DOG_0001,2025-08-20,8,Beagle,senior,False,False,normal,False,,11.84,74.2,6.94,2.71,5.5
DOG_0001,2025-08-21,8,Beagle,senior,False,False,normal,False,,11.63,71.0,6.96,2.59,5.5
DOG_0001,2025-08-22,8,Beagle,senior,False,False,normal,False,,11.6,72.3,7.04,2.63,5.1
DOG_0001,2025-08-23,8,Beagle,senior,False,False,normal,False,,11.43,69.1,6.81,2.6,5.2
DOG_0001,2025-08-24,8,Beagle,senior,False,False,normal,False,,11.33,68.1,7.04,2.84,5.2
DOG_0001,2025-08-25,8,Beagle,senior,False,False,normal,False,,11.85,70.0,6.88,2.6,5.7
DOG_0001,2025-08-26,8,Beagle,senior,False,False,normal,False,,11.62,74.3,7.09,2.84,5.5
DOG_0001,2025-08-27,8,Beagle,senior,False,False,normal,False,,11.67,73.4,7.0,2.62,5.5
DOG_0001,2025-08-28,8,Beagle,senior,False,False,normal,False,,11.78,70.3,6.76,2.6,5.3
DOG_0001,2025-08-29,8,Beagle,senior,False,False,normal,False,,11.7,72.1,7.09,2.58,5.3
DOG_0001,2025-08-30,8,Beagle,senior,False,False,normal,False,,11.71,73.2,6.63,2.56,5.4
DOG_0001,2025-08-31,8,Beagle,senior,False,False,normal,False,,11.58,72.4,6.64,2.7,5.5
DOG_0001,2025-09-01,9,Beagle,senior,False,False,travel,True,systemic,,,,,
DOG_0001,2025-09-02,9,Beagle,senior,False,False,normal,False,,11.64,69.1,6.86,2.7,5.3
DOG_0001,2025-09-03,9,Beagle,senior,False,False,normal,False,,11.81,72.4,6.91,2.58,5.4
DOG_0001,2025-09-04,9,Beagle,senior,False,False,normal,False,,11.57,69.3,6.76,2.72,5.3
DOG_0001,2025-09-05,9,Beagle,senior,False,False,normal,False,,11.62,73.8,6.8,2.68,5.3
DOG_0001,2025-09-06,9,Beagle,senior,False,False,normal,False,,11.49,71.5,6.87,2.75,5.3
DOG_0001,2025-09-07,9,Beagle,senior,False,False,normal,False,,11.81,69.4,6.73,2.74,5.1
DOG_0001,2025-09-08,9,Beagle,senior,False,False,illness_minor,False,,14.39,34.1,4.08,2.64,5.2
DOG_0001,2025-09-09,9,Beagle,senior,False,False,normal,False,,11.83,75.7,6.83,2.7,5.4
DOG_0001,2025-09-10,9,Beagle,senior,False,False,normal,False,,11.96,68.8,6.86,2.64,5.6
DOG_0001,2025-09-11,9,Beagle,senior,False,False,normal,False,,11.55,71.2,7.03,2.69,5.2
DOG_0001,2025-09-12,9,Beagle,senior,False,False,normal,False,,11.66,69.8,6.8,2.79,5.2
DOG_0001,2025-09-13,9,Beagle,senior,False,False,normal,False,,11.61,72.0,6.9,2.68,5.3
DOG_0001,2025-09-14,9,Beagle,senior,False,False,boarding,False,,9.22,62.2,4.12,2.78,5.4
DOG_0001,2025-09-15,9,Beagle,senior,False,False,normal,False,,11.37,71.4,6.91,2.81,5.5
